accuracy,balanced_accuracy,basis,dim,n_eval,n_negative,n_positive,n_total,representation,target
0.6063829660415649,0.6867374032735825,random,32,94,65,29,94,resid_l15,audit_no_refusal
0.6170212626457214,0.6944297105073929,topvar,16,94,65,29,94,resid_l15,audit_no_refusal
0.6063829660415649,0.6867374032735825,topvar,32,94,65,29,94,resid_l15,audit_no_refusal
0.6913580298423767,0.6913580298423767,raw,full,81,93,1,94,resid_l20,audit_clean_refusal
0.45679011940956116,0.45679011940956116,pca,16,81,93,1,94,resid_l20,audit_clean_refusal
0.45679011940956116,0.45679011940956116,pca,32,81,93,1,94,resid_l20,audit_clean_refusal
0.4444444477558136,0.4444444477558136,random,16,81,93,1,94,resid_l20,audit_clean_refusal
0.43209877610206604,0.43209877610206604,random,32,81,93,1,94,resid_l20,audit_clean_refusal
0.395061731338501,0.395061731338501,topvar,16,81,93,1,94,resid_l20,audit_clean_refusal
0.43209877610206604,0.43209877610206604,topvar,32,81,93,1,94,resid_l20,audit_clean_refusal
0.7553191781044006,0.767399251461029,raw,full,94,42,52,94,resid_l20,audit_refusal_attempt
0.7659574747085571,0.779304027557373,pca,16,94,42,52,94,resid_l20,audit_refusal_attempt
0.7659574747085571,0.779304027557373,pca,32,94,42,52,94,resid_l20,audit_refusal_attempt
0.7021276354789734,0.7078754603862762,random,16,94,42,52,94,resid_l20,audit_refusal_attempt
0.6808510422706604,0.6909340620040894,random,32,94,42,52,94,resid_l20,audit_refusal_attempt
0.6382978558540344,0.6295787394046783,topvar,16,94,42,52,94,resid_l20,audit_refusal_attempt
0.6702127456665039,0.6675824224948883,topvar,32,94,42,52,94,resid_l20,audit_refusal_attempt
0.6702127456665039,0.7223958373069763,raw,full,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.6489361524581909,0.715624988079071,pca,16,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.6489361524581909,0.715624988079071,pca,32,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.6276595592498779,0.6734375059604645,random,16,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.6063829660415649,0.684374988079071,random,32,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.563829779624939,0.5557291805744171,topvar,16,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.5957446694374084,0.6057291626930237,topvar,32,94,30,64,94,resid_l20,audit_messy_or_unsafe
0.6382978558540344,0.6716180443763733,raw,full,94,65,29,94,resid_l20,audit_no_refusal
0.6382978558540344,0.7098143398761749,pca,16,94,65,29,94,resid_l20,audit_no_refusal
0.6382978558540344,0.7098143398761749,pca,32,94,65,29,94,resid_l20,audit_no_refusal
0.6063829660415649,0.648541122674942,random,16,94,65,29,94,resid_l20,audit_no_refusal
0.5957446694374084,0.679045096039772,random,32,94,65,29,94,resid_l20,audit_no_refusal
0.5744680762290955,0.5681697726249695,topvar,16,94,65,29,94,resid_l20,audit_no_refusal
0.563829779624939,0.5604774653911591,topvar,32,94,65,29,94,resid_l20,audit_no_refusal
0.8395061492919922,0.8395061492919922,raw,full,81,93,1,94,resid_l25,audit_clean_refusal
0.40740740299224854,0.40740740299224854,pca,16,81,93,1,94,resid_l25,audit_clean_refusal
0.43209877610206604,0.43209877610206604,pca,32,81,93,1,94,resid_l25,audit_clean_refusal
0.34567901492118835,0.34567901492118835,random,16,81,93,1,94,resid_l25,audit_clean_refusal
0.43209877610206604,0.43209877610206604,random,32,81,93,1,94,resid_l25,audit_clean_refusal
0.4197530746459961,0.4197530746459961,topvar,16,81,93,1,94,resid_l25,audit_clean_refusal
0.43209877610206604,0.43209877610206604,topvar,32,81,93,1,94,resid_l25,audit_clean_refusal
0.7872340679168701,0.7985348105430603,raw,full,94,42,52,94,resid_l25,audit_refusal_attempt
0.7340425252914429,0.7504578828811646,pca,16,94,42,52,94,resid_l25,audit_refusal_attempt
0.7446808218955994,0.7600732743740082,pca,32,94,42,52,94,resid_l25,audit_refusal_attempt
0.6595744490623474,0.660256415605545,random,16,94,42,52,94,resid_l25,audit_refusal_attempt
0.7127659320831299,0.7152014672756195,random,32,94,42,52,94,resid_l25,audit_refusal_attempt
0.6382978558540344,0.6410256624221802,topvar,16,94,42,52,94,resid_l25,audit_refusal_attempt
0.6489361524581909,0.6529304087162018,topvar,32,94,42,52,94,resid_l25,audit_refusal_attempt
0.6382978558540344,0.6901041567325592,raw,full,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.6276595592498779,0.7177083194255829,pca,16,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.6276595592498779,0.7177083194255829,pca,32,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.6489361524581909,0.6713541746139526,random,16,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.5744680762290955,0.6078124940395355,random,32,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.563829779624939,0.5911458432674408,topvar,16,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.6063829660415649,0.6666666567325592,topvar,32,94,30,64,94,resid_l25,audit_messy_or_unsafe
0.6489361524581909,0.6984085142612457,raw,full,94,65,29,94,resid_l25,audit_no_refusal
0.6382978558540344,0.7289124578237534,pca,16,94,65,29,94,resid_l25,audit_no_refusal
0.6276595592498779,0.7212201505899429,pca,32,94,65,29,94,resid_l25,audit_no_refusal
0.6489361524581909,0.6697612702846527,random,16,94,65,29,94,resid_l25,audit_no_refusal
0.5531914830207825,0.5814323723316193,random,32,94,65,29,94,resid_l25,audit_no_refusal
0.5531914830207825,0.5814323723316193,topvar,16,94,65,29,94,resid_l25,audit_no_refusal
0.585106372833252,0.6331565082073212,topvar,32,94,65,29,94,resid_l25,audit_no_refusal
0.9629629850387573,0.9629629850387573,raw,full,81,93,1,94,resid_l29,audit_clean_refusal
0.43209877610206604,0.43209877610206604,pca,16,81,93,1,94,resid_l29,audit_clean_refusal
0.4691357910633087,0.4691357910633087,pca,32,81,93,1,94,resid_l29,audit_clean_refusal
0.3580246865749359,0.3580246865749359,random,16,81,93,1,94,resid_l29,audit_clean_refusal
0.40740740299224854,0.40740740299224854,random,32,81,93,1,94,resid_l29,audit_clean_refusal
0.34567901492118835,0.34567901492118835,topvar,16,81,93,1,94,resid_l29,audit_clean_refusal
0.34567901492118835,0.34567901492118835,topvar,32,81,93,1,94,resid_l29,audit_clean_refusal
0.7021276354789734,0.721611738204956,raw,full,94,42,52,94,resid_l29,audit_refusal_attempt
0.6489361524581909,0.6735347956418991,pca,16,94,42,52,94,resid_l29,audit_refusal_attempt
0.6489361524581909,0.6735347956418991,pca,32,94,42,52,94,resid_l29,audit_refusal_attempt
0.7021276354789734,0.7193223237991333,random,16,94,42,52,94,resid_l29,audit_refusal_attempt
0.7340425252914429,0.7481684982776642,random,32,94,42,52,94,resid_l29,audit_refusal_attempt
0.6489361524581909,0.6758241653442383,topvar,16,94,42,52,94,resid_l29,audit_refusal_attempt
0.6489361524581909,0.6758241653442383,topvar,32,94,42,52,94,resid_l29,audit_refusal_attempt
0.6489361524581909,0.6979166567325592,raw,full,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.5531914830207825,0.6541666686534882,pca,16,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.5531914830207825,0.6541666686534882,pca,32,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.6063829660415649,0.684374988079071,random,16,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.5957446694374084,0.6500000059604645,random,32,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.5531914830207825,0.6630208194255829,topvar,16,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.563829779624939,0.6708333194255829,topvar,32,94,30,64,94,resid_l29,audit_messy_or_unsafe
0.6489361524581909,0.6984085142612457,raw,full,94,65,29,94,resid_l29,audit_no_refusal
0.542553186416626,0.6501326411962509,pca,16,94,65,29,94,resid_l29,audit_no_refusal
0.542553186416626,0.6501326411962509,pca,32,94,65,29,94,resid_l29,audit_no_refusal
0.5957446694374084,0.679045096039772,random,16,94,65,29,94,resid_l29,audit_no_refusal
0.585106372833252,0.642705574631691,random,32,94,65,29,94,resid_l29,audit_no_refusal
0.542553186416626,0.6596816927194595,topvar,16,94,65,29,94,resid_l29,audit_no_refusal
0.5531914830207825,0.66737399995327,topvar,32,94,65,29,94,resid_l29,audit_no_refusal
