accuracy,balanced_accuracy,basis,dim,n_eval,n_negative,n_positive,n_total,representation,target
0.7232142686843872,0.7710743844509125,pca,32,336,121,215,336,resid_l15,failure_problem_response
0.6934523582458496,0.7423986196517944,random,16,336,121,215,336,resid_l15,failure_problem_response
0.6815476417541504,0.738516241312027,random,32,336,121,215,336,resid_l15,failure_problem_response
0.6785714030265808,0.7361906468868256,topvar,16,336,121,215,336,resid_l15,failure_problem_response
0.6964285969734192,0.7501441538333893,topvar,32,336,121,215,336,resid_l15,failure_problem_response
0.8273809552192688,0.8303533494472504,raw,full,336,162,174,336,resid_l15,failure_bad_attempt
0.8184523582458496,0.8217326402664185,pca,16,336,162,174,336,resid_l15,failure_bad_attempt
0.8184523582458496,0.8217326402664185,pca,32,336,162,174,336,resid_l15,failure_bad_attempt
0.7946428656578064,0.7991698384284973,random,16,336,162,174,336,resid_l15,failure_bad_attempt
0.788690447807312,0.7944870293140411,random,32,336,162,174,336,resid_l15,failure_bad_attempt
0.7648809552192688,0.7702213525772095,topvar,16,336,162,174,336,resid_l15,failure_bad_attempt
0.7946428656578064,0.7989569902420044,topvar,32,336,162,174,336,resid_l15,failure_bad_attempt
0.9047619104385376,0.8759259283542633,raw,full,336,216,120,336,resid_l15,failure_repetition
0.9077380895614624,0.9023148119449615,pca,16,336,216,120,336,resid_l15,failure_repetition
0.9077380895614624,0.9023148119449615,pca,32,336,216,120,336,resid_l15,failure_repetition
0.8571428656578064,0.8444444537162781,random,16,336,216,120,336,resid_l15,failure_repetition
0.8660714030265808,0.8513889014720917,random,32,336,216,120,336,resid_l15,failure_repetition
0.8482142686843872,0.8356481492519379,topvar,16,336,216,120,336,resid_l15,failure_repetition
0.886904776096344,0.8787037134170532,topvar,32,336,216,120,336,resid_l15,failure_repetition
0.6398809552192688,0.7271241843700409,raw,full,336,306,30,336,resid_l15,failure_artifact
0.5029761791229248,0.7271241843700409,pca,16,336,306,30,336,resid_l15,failure_artifact
0.5029761791229248,0.7271241843700409,pca,32,336,306,30,336,resid_l15,failure_artifact
0.4791666567325592,0.6990195959806442,random,16,336,306,30,336,resid_l15,failure_artifact
0.5327380895614624,0.7133986949920654,random,32,336,306,30,336,resid_l15,failure_artifact
0.4583333432674408,0.7026143819093704,topvar,16,336,306,30,336,resid_l15,failure_artifact
