abs_sum,coord,group,layer,mask,rank,sq_sum
18.164054095745087,412,benign_account_recovery,22,all,10,11.849256108865204
18.055499609559774,913,benign_account_recovery,22,all,11,10.158766420634368
17.970811396837234,558,benign_account_recovery,22,all,12,13.067009724262775
17.6232417114079,786,benign_account_recovery,22,all,13,10.731868518724308
17.580092135816813,645,benign_account_recovery,22,all,14,10.552852042745734
17.393364287912846,206,benign_account_recovery,22,all,15,10.275537664083267
17.30621624737978,1270,benign_account_recovery,22,all,16,10.662727310647252
17.2316864579916,47,benign_account_recovery,22,all,17,8.857300992430474
17.22381572239101,317,benign_account_recovery,22,all,18,9.22369992684596
17.191118659451604,440,benign_account_recovery,22,all,19,12.390854619898798
16.993526611477137,427,benign_account_recovery,22,all,20,8.76430778742099
10.404118798673153,948,benign_account_recovery,22,target,1,11.959716148495438
9.99216116964817,678,benign_account_recovery,22,target,2,9.757853010348835
9.963644564151764,240,benign_account_recovery,22,target,3,9.646444015444555
9.724729150533676,879,benign_account_recovery,22,target,4,9.895524408060176
9.692607220262289,1325,benign_account_recovery,22,target,5,10.342268425769142
9.669872224330902,558,benign_account_recovery,22,target,6,9.853347376069282
9.039345741271973,504,benign_account_recovery,22,target,7,9.052139412313032
8.97304180264473,32,benign_account_recovery,22,target,8,8.738293930217832
8.973013147711754,916,benign_account_recovery,22,target,9,8.420975346681745
8.80580422282219,1253,benign_account_recovery,22,target,10,9.317375108304873
8.794878736138344,440,benign_account_recovery,22,target,11,8.787218536201435
8.78355723619461,1528,benign_account_recovery,22,target,12,9.236781180906736
8.693840354681015,1447,benign_account_recovery,22,target,13,9.968188212272391
8.67219564318657,1047,benign_account_recovery,22,target,14,9.034944150566744
8.6714618653059,1517,benign_account_recovery,22,target,15,9.364242426736697
8.644104957580566,357,benign_account_recovery,22,target,16,7.281821519603952
8.57209500670433,1075,benign_account_recovery,22,target,17,8.011423346705222
8.5175801217556,5,benign_account_recovery,22,target,18,7.517331708832137
8.46354204416275,1257,benign_account_recovery,22,target,19,8.089696495401114
8.408087134361267,973,benign_account_recovery,22,target,20,7.372234995745536
25.75904343649745,1114,benign_account_recovery,23,all,1,18.624471107121455
24.874486595392227,1055,benign_account_recovery,23,all,2,15.865510246472057
24.763896971940994,77,benign_account_recovery,23,all,3,14.309421439702565
23.124708119779825,1054,benign_account_recovery,23,all,4,12.592438791199747
21.647006072103977,25,benign_account_recovery,23,all,5,16.14026510168816
