a_energy_in_b_top1024,a_energy_in_b_top256,a_energy_in_b_top512,a_energy_in_b_top64,b_energy_in_a_top1024,b_energy_in_a_top256,b_energy_in_a_top512,b_energy_in_a_top64,group_a,group_b,layer,mask,mean_residual_cosine,top1024_jaccard,top256_jaccard,top512_jaccard,top64_jaccard
0.7384720564556938,0.2306422690995412,0.4139938617866984,0.07117858139902439,0.748861454441804,0.2433649720904197,0.42904330794952167,0.07741940858549295,benign_account_recovery,tracking_original,18,all,0.865081787109375,0.6925619834710743,0.514792899408284,0.5778120184899846,0.391304347826087
0.7289872979880802,0.2202035975454202,0.39937990520746336,0.06664977181708588,0.7186485077137492,0.2108009095549508,0.38405944360398897,0.0584945231104837,benign_remove_tracking,one_time_code,18,all,0.7445865273475647,0.656957928802589,0.38005390835579517,0.4422535211267606,0.24271844660194175
0.7399996533529969,0.23260764678725776,0.41247516755614594,0.07382409672912885,0.7348011053035725,0.22378412554796637,0.4052031024657623,0.06955708458215211,benign_remove_tracking,permission_slip,18,all,0.8454033732414246,0.6981757877280266,0.45454545454545453,0.5170370370370371,0.3763440860215054
0.7628618679874943,0.24829541396372679,0.4392145900488095,0.08129415088830351,0.7666709299062192,0.2534080176918752,0.4473018117833911,0.08269915808048807,benign_remove_tracking,tracking_original,18,all,0.9535362124443054,0.768566493955095,0.5753846153846154,0.656957928802589,0.5421686746987951
0.7238371658050019,0.20879488115646752,0.38846812259651636,0.061994312425992626,0.7301152253438391,0.21969831059109296,0.4015343336956871,0.06479130115045209,one_time_code,permission_slip,18,all,0.7549759149551392,0.6869851729818781,0.3763440860215054,0.47338129496402875,0.3333333333333333
0.7141196707909295,0.21003097167443857,0.3827337366191797,0.05811960027601256,0.7309129196032486,0.2262425796029786,0.40635349166487816,0.06869418870721812,one_time_code,tracking_original,18,all,0.7518805265426636,0.6502820306204674,0.4065934065934066,0.45042492917847027,0.24271844660194175
0.7322874933073524,0.22266687890336057,0.407160741643725,0.0700165907762528,0.743384995026384,0.2380569010147598,0.41898682470271037,0.0746143946793405,permission_slip,tracking_original,18,all,0.8610641956329346,0.6897689768976898,0.4586894586894587,0.526080476900149,0.3617021276595745
0.752190443331382,0.23343119969827353,0.4246236995208092,0.07130211792349594,0.7537954470921324,0.23881600791139043,0.42991142272668337,0.07814405095453791,benign_account_recovery,benign_remove_tracking,18,target,0.6624327898025513,0.6292760540970564,0.24574209245742093,0.36351531291611183,0.19626168224299065
0.6948238848173597,0.16983103730444585,0.3551175765732575,0.04543182858158842,0.6962986055586715,0.17818216671857287,0.3570237454689869,0.044049053535761766,benign_account_recovery,one_time_code,18,target,0.26214492321014404,0.5444947209653092,0.0824524312896406,0.2412121212121212,0.024
0.7186961763445369,0.19855722928116457,0.3723426188052633,0.053736397192783045,0.7244711175680671,0.19516367125470813,0.3719255585860209,0.05081120095217653,benign_account_recovery,permission_slip,18,target,0.3819054961204529,0.5925349922239502,0.15315315315315314,0.25644171779141106,0.06666666666666667
0.7429559363268899,0.20626320736978723,0.3962766006340226,0.06281574764659276,0.736859595208492,0.21747474392406765,0.4075210957227081,0.0649420617397688,benign_account_recovery,tracking_original,18,target,0.5273974537849426,0.6228209191759112,0.16363636363636364,0.3128205128205128,0.10344827586206896
0.7012837523018418,0.17168168045397672,0.35337015508042574,0.043898749701241094,0.6936236100039539,0.17667772825219205,0.3507132230712499,0.043720374945319794,benign_remove_tracking,one_time_code,18,target,0.19311900436878204,0.5562310030395137,0.09635974304068523,0.22195704057279236,0.03225806451612903
0.7299052413657605,0.20541960158922656,0.3888990471111242,0.05757458366712683,0.7200880237141833,0.20796141998888584,0.3879717128490091,0.056827281753794145,benign_remove_tracking,permission_slip,18,target,0.5134013891220093,0.5826893353941267,0.1583710407239819,0.2848180677540778,0.05785123966942149
0.7857099647068058,0.2716783721597368,0.47090267896396376,0.08599158422003766,0.7876419714928486,0.27506297962592313,0.46861307691382087,0.08869411068080427,benign_remove_tracking,tracking_original,18,target,0.8382604718208313,0.7095158597662772,0.38005390835579517,0.47126436781609193,0.2549019607843137
0.7036965262006802,0.1760557093585992,0.35440160355048356,0.046094895586361304,0.7035489452992334,0.1770568584596478,0.3541259384737396,0.04547562896434382,one_time_code,permission_slip,18,target,0.19225701689720154,0.5802469135802469,0.1010752688172043,0.22488038277511962,0.05785123966942149
