rank,layer,feature_id,positive_alignment,signed_alignment,contribution_norm,feature_delta_abs,donor_mean,recipient_mean,active_fraction,token_count
227,20,9749,33.24224090576172,33.24224090576172,55.6566276550293,10.4296875,0.3478515625,0.411865234375,0.0875,160
228,20,1708,32.91633224487305,32.91633224487305,26.937471389770508,0.515625,0.168359375,0.17158203125,0.0125,160
229,20,11593,32.8907585144043,32.8907585144043,266.29083251953125,13.21875,1.6642578125,1.725,0.2625,160
230,20,6279,32.88938522338867,32.88938522338867,55.0589599609375,2.19140625,0.3441162109375,0.35673828125,0.0625,160
231,20,1857,32.805747985839844,32.805747985839844,55.668460845947266,1.5390625,0.3479248046875,0.3394775390625,0.06875,160
232,20,2401,32.76986312866211,32.76986312866211,14.753923416137695,0.46875,0.0922119140625,0.0926025390625,0.025,160
233,20,10222,32.01100158691406,32.01100158691406,52.30507278442383,2.6875,0.326904296875,0.337353515625,0.05,160
234,20,4419,31.945653915405273,31.945653915405273,33.077980041503906,1.25,0.20673828125,0.20517578125,0.05,160
235,20,13961,31.880319595336914,31.880319595336914,9.9844388961792,0.03125,0.06240234375,0.06259765625,0.00625,160
236,20,8163,31.8663387298584,31.8663387298584,31.070213317871094,6.24609375,0.194189453125,0.2311767578125,0.05,160
237,20,3356,31.765731811523438,31.765731811523438,61.0933952331543,0.84375,0.3818359375,0.37900390625,0.05,160
